"","MEG2142","MEG2132","MEG2122","MEG1932","MEG2332","MEG2542","MEG1742","MEG1732","MEG2512","MEG1922","MEG2342","MEG2112","target"
"1",0.0931079678013819,-0.223413702991379,-1.05988290664796,-1.72036467763206,0.702428352104814,2.85517912195342,-1.28247986804241,1.6119605676638,-0.205705469141321,0.772890814999801,1.83029434395506,2.29140797798054,0
"2",-0.502068656627208,-1.10228257256103,1.07757490681808,1.14803779698597,-1.32428058175561,-0.290750636658842,-1.96451702871083,-0.725844833917809,-1.49233113121342,-1.90465344354033,-2.61201229000503,-1.9977486269862,0
"3",1.74747963191782,0.266659596969241,2.69556717310238,0.781694897961586,1.18440604171783,0.730802767983302,0.43773832436009,-1.45419180561761,0.330962236474223,-0.36479901199115,-0.00706792984531271,1.07916579927879,0
"4",1.40777831208315,-0.602297828857858,0.0223833718326125,-2.37479710087947,-0.896638426880295,2.78830098011721,-0.774107642482035,0.50172129240919,-1.61915810934115,0.90365830775595,-1.10501005010856,-0.614086751536629,0
"5",2.52184254568176,2.82956638268842,3.36978786963356,1.0708631280344,2.10573056125557,2.14931367174998,2.51005087831564,0.705006319462515,3.05978768415486,2.75140687344966,3.26090764142268,2.03507658729544,0
"6",-1.42364396740599,-1.78768003556601,1.26712182654741,4.19176813877674,-1.32492682821433,-1.86643094394198,0.970186191052061,-2.00603358835189,2.56941727105994,-0.498118059859573,-1.19916535917401,-2.89027591082967,0
"7",0.717655335295423,1.65921788835501,1.54082855996727,1.34015480701754,2.75215654617052,0.463855276960157,2.73739420457697,-1.27029995486626,-0.115550208616073,3.74194266093253,3.02604935630832,-0.335641998626707,0
"8",2.1379031353736,0.916483086414,-0.765212349963423,-0.935244351543495,-0.723915408635545,-0.687386448403613,-0.921235734780299,2.63842268100411,-1.41496003740863,-0.580852648624849,-1.13901522996103,0.111083972170571,0
"9",2.08781224697767,1.71012246742088,-0.585008267219523,0.277938297737148,2.00309065190325,2.72203749984231,1.18839154558604,2.7261344775649,1.63024407693819,0.965944465138682,2.31449940013242,3.9507202415819,0
"10",2.02104875537198,4.56362663724387,2.76642564700269,2.86654247558747,3.43511375900933,2.35628859689366,3.89779148642936,1.03850336097578,3.11556626349799,1.70920963953036,2.46326612907806,1.05664530983919,0
